Variable accession,Variable name,Variable description,Type,Dataset accession,Dataset name,Study,Database
phv00152028,LLC_850_holes,"LEFT LUNG, LOWER CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152034,LLP_950_holes,"LEFT LUNG, LOWER PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152040,LLP_910_holes,"LEFT LUNG, LOWER PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152046,LLP_850_holes,"LEFT LUNG, LOWER PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152047,LM_950_cutoff_hu,"LEFT LUNG, MIDDLE 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152052,LM_950_holes,"LEFT LUNG, MIDDLE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152053,LM_910_cutoff_hu,"LEFT LUNG, MIDDLE 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152058,LM_910_holes,"LEFT LUNG, MIDDLE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152059,LM_850_cutoff_hu,"LEFT LUNG, MIDDLE 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152064,LM_850_holes,"LEFT LUNG, MIDDLE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152070,LMC_950_holes,"LEFT LUNG, MIDDLE CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152076,LMC_910_holes,"LEFT LUNG, MIDDLE CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152082,LMC_850_holes,"LEFT LUNG, MIDDLE CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152088,LMP_950_holes,"LEFT LUNG, MIDDLE PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152094,LMP_910_holes,"LEFT LUNG, MIDDLE PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152100,LMP_850_holes,"LEFT LUNG, MIDDLE PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152106,LP_950_holes,"LEFT LUNG, PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152112,LP_910_holes,"LEFT LUNG, PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152118,LP_850_holes,"LEFT LUNG, PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152119,LU_950_cutoff_hu,"LEFT LUNG, UPPER 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152124,LU_950_holes,"LEFT LUNG, UPPER 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152125,LU_910_cutoff_hu,"LEFT LUNG, UPPER 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152130,LU_910_holes,"LEFT LUNG, UPPER 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152131,LU_850_cutoff_hu,"LEFT LUNG, UPPER 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152136,LU_850_holes,"LEFT LUNG, UPPER 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152142,LUC_950_holes,"LEFT LUNG, UPPER CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152148,LUC_910_holes,"LEFT LUNG, UPPER CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152154,LUC_850_holes,"LEFT LUNG, UPPER CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152160,LUP_950_holes,"LEFT LUNG, UPPER PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152166,LUP_910_holes,"LEFT LUNG, UPPER PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152172,LUP_850_holes,"LEFT LUNG, UPPER PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152173,R_950_cutoff_hu,RIGHT LUNG 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152178,R_950_holes,RIGHT LUNG 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152179,R_910_cutoff_hu,RIGHT LUNG 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152184,R_910_holes,RIGHT LUNG 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152185,R_850_cutoff_hu,RIGHT LUNG 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152190,R_850_holes,RIGHT LUNG 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152196,RC_950_holes,"RIGHT LUNG, CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152202,RC_910_holes,"RIGHT LUNG, CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152208,RC_850_holes,"RIGHT LUNG, CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152209,RL_950_cutoff_hu,"RIGHT LUNG, LOWER 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152214,RL_950_holes,"RIGHT LUNG, LOWER 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152215,RL_910_cutoff_hu,"RIGHT LUNG, LOWER 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152220,RL_910_holes,"RIGHT LUNG, LOWER 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152221,RL_850_cutoff_hu,"RIGHT LUNG, LOWER 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152226,RL_850_holes,"RIGHT LUNG, LOWER 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152232,RLC_950_holes,"RIGHT LUNG, LOWER CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152238,RLC_910_holes,"RIGHT LUNG, LOWER CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152244,RLC_850_holes,"RIGHT LUNG, LOWER CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152250,RLP_950_holes,"RIGHT LUNG, LOWER PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152256,RLP_910_holes,"RIGHT LUNG, LOWER PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152262,RLP_850_holes,"RIGHT LUNG, LOWER PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152263,RM_950_cutoff_hu,"RIGHT LUNG, MIDDLE 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152268,RM_950_holes,"RIGHT LUNG, MIDDLE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152269,RM_910_cutoff_hu,"RIGHT LUNG, MIDDLE 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152274,RM_910_holes,"RIGHT LUNG, MIDDLE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152275,RM_850_cutoff_hu,"RIGHT LUNG, MIDDLE 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152280,RM_850_holes,"RIGHT LUNG, MIDDLE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152286,RMC_950_holes,"RIGHT LUNG, MIDDLE CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152292,RMC_910_holes,"RIGHT LUNG, MIDDLE CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152298,RMC_850_holes,"RIGHT LUNG, MIDDLE CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152304,RMP_950_holes,"RIGHT LUNG, MIDDLE PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152310,RMP_910_holes,"RIGHT LUNG, MIDDLE PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152316,RMP_850_holes,"RIGHT LUNG, MIDDLE PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152322,RP_950_holes,"RIGHT LUNG, PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152328,RP_910_holes,"RIGHT LUNG, PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152334,RP_850_holes,"RIGHT LUNG, PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152335,RU_950_cutoff_hu,"RIGHT LUNG, UPPER 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152340,RU_950_holes,"RIGHT LUNG, UPPER 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152341,RU_910_cutoff_hu,"RIGHT LUNG, UPPER 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152346,RU_910_holes,"RIGHT LUNG, UPPER 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152347,RU_850_cutoff_hu,"RIGHT LUNG, UPPER 850: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152352,RU_850_holes,"RIGHT LUNG, UPPER 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152358,RUC_950_holes,"RIGHT LUNG, UPPER CORE 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152364,RUC_910_holes,"RIGHT LUNG, UPPER CORE 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152370,RUC_850_holes,"RIGHT LUNG, UPPER CORE 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152376,RUP_950_holes,"RIGHT LUNG, UPPER PEEL 950: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152382,RUP_910_holes,"RIGHT LUNG, UPPER PEEL 910: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152388,RUP_850_holes,"RIGHT LUNG, UPPER PEEL 850: 1-D ARRAY OF HOLE AREAS SORTED BY INCREASING SIZE",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152389,B_tot_vxD,BOTH LUNGS: TOTAL NUMBER OF VOXELS IN LUNG REGION D,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152390,B_tot_vxDpct,BOTH LUNGS: TOTAL NUMBER OF VOXELS IN LUNG REGION D (PERCENT),String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152407,L_tot_vxD,LEFT LUNG: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152408,L_tot_vxDpct,LEFT LUNG: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT),String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152425,LL_tot_vxD,"LEFT LUNG, LOWER: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152426,LL_tot_vxDpct,"LEFT LUNG, LOWER: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT)",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152443,LU_tot_vxD,"LEFT LUNG, UPPER: TOTAL NUMBER OF VOXELS IN LUNG REGION",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152444,LU_tot_vxDpct,"LEFT LUNG, UPPER: TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT)",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152461,R_tot_vxD,RIGHT LUNG: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152462,R_tot_vxDpct,RIGHT LUNG: DIFFERENCE IN TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT),String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152479,RL_tot_vxD,"RIGHT LUNG, LOWER: TOTAL NUMBER OF VOXELS IN LUNG REGION D",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152480,RL_tot_vxDpct,"RIGHT LUNG, LOWER: TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT)",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152497,RU_tot_vxD,"RIGHT LUNG, UPPER: TOTAL NUMBER OF VOXELS IN LUNG REGION D",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152498,RU_tot_vxDpct,"RIGHT LUNG, UPPER: TOTAL NUMBER OF VOXELS IN LUNG REGION (PERCENT)",String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150535,h2vxs,Second record voxel size,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150542,bot_lung_vis,BOT LUNG VIS,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00156616,carina_visible,CARINA VISIBLE,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150545,out_of_range_hi,OUT OF RANGE HI,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150546,out_of_range_low,OUT OF RANGE LOW,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00156617,carina_to_top,CARINA TO TOP,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00151993,LL_950_cutoff_hu,"LEFT LUNG, LOWER 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00151999,LL_910_cutoff_hu,"LEFT LUNG, LOWER 910: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00152011,LLC_950_cutoff_hu,"LEFT LUNG, LOWER CORE 950: DEFINITION OF HIGHEST NON-HOLE HOUNSFIELD UNIT VALUE",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150524,series_uid,SERIES UID,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150529,q1breath_artifacts,Breath Artifacts in first record,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150530,q2breath_artifacts,Breath Artifacts in second record,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150536,DiscordO,Two original records for this ID have different vx sizes or have differing numbers of breath artifacts,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150540,notes,NOTES,String,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150543,breath_artifacts,BREATH ARTIFACTS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150550,recType,REC TYPE (1st or 2nd read),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150551,B_tot_vx,BOTH LUNGS: TOTAL NUMBER OF VOXELS IN LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150552,B_be_960,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -960 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150553,B_be_950,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -950 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150554,B_be_940,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -940 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150555,B_be_930,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -930 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150556,B_be_920,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -920 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150557,B_be_910,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -910 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150558,B_be_900,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -900 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150559,B_be_890,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -890 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150560,B_be_870,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -870 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150561,B_be_850,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -850 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150562,B_be_830,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -830 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150563,B_be_810,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -810 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150564,B_be_660,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -660 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150565,B_be_640,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -640 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150566,B_be_620,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -620 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150567,B_be_600,BOTH LUNGS: NUMBER VOXELS BELOW OR EQUAL TO -600 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150568,B_ae_50,BOTH LUNGS: NUMBER VOXELS ABOVE OR EQUAL TO -50 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150569,B_ae_100,BOTH LUNGS: NUMBER VOXELS ABOVE OR EQUAL TO -100 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150570,B_ae_150,BOTH LUNGS: NUMBER VOXELS ABOVE OR EQUAL TO -150 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150571,B_ae_200,BOTH LUNGS: NUMBER VOXELS ABOVE OR EQUAL TO -200 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150572,B_ae_250,BOTH LUNGS: NUMBER VOXELS ABOVE OR EQUAL TO -250 HOUNSFIELD UNITS,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150573,B_mean,BOTH LUNGS: AVERAGE PIXEL VALUES WITHIN LUNG REGION (HU),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150574,B_med,BOTH LUNGS: MEDIAN PIXEL VALUES WITHIN LUNG REGION (HU),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150575,B_var,BOTH LUNGS: VARIANCE OF PIXEL VALUES WITHIN LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150576,B_sd,BOTH LUNGS: STANDARD DEVIATION OF PIXEL VALUES WITHIN LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150577,B_skew,BOTH LUNGS: SKEWNESS OF PIXEL VALUES IN THIS LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150578,B_kurt,BOTH LUNGS: KURTOSIS OF PIXEL VALUES IN THIS LUNG REGION,Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150579,B_fwhm,"BOTH LUNGS: FULL WIDTH, HALF MAX (HU)",Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150580,B_air_v,BOTH LUNGS: TOTAL VOLUME OF AIR IN THIS LUNG REGION (ml),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150581,B_tis_v,BOTH LUNGS: TOTAL VOLUME OF TISSUE IN THIS LUNG REGION (ml),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150582,B_tot_v,BOTH LUNGS: TOTAL VOLUME OF THIS LUNG REGION (ml),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
phv00150583,B_ankl,BOTH LUNGS: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST POSITIVE (1ST INFLECTION POINT),Numeric,pht002108,MESA_MesaAirNR_LungCT,phs000209,mesa
